type,amount,newbalanceOrig,oldbalanceDest,newbalanceDest,isFraud
PAYMENT,70.48,249657.52,0,0,0
PAYMENT,7706.45,241951.07,0,0,0
PAYMENT,2188.32,239762.75,0,0,0
PAYMENT,1889.79,30168.21,0,0,0
PAYMENT,2598.97,13220.03,0,0,0
PAYMENT,2946.8,1966.2,0,0,0
TRANSFER,7800.55,152729.43,0,7800.55,0
PAYMENT,7589.88,145139.55,0,0,0
PAYMENT,2529.38,74286.62,0,0,0
PAYMENT,453.25,33578.75,0,0,0
CASH_OUT,92229.71,0,1313931,1063443.49,0
PAYMENT,2150.61,13448.39,0,0,0
PAYMENT,29.03,12187.97,0,0,0
PAYMENT,2564.39,8489.61,0,0,0
PAYMENT,2941.66,2631.34,0,0,0
TRANSFER,170889.82,0,0,63011.84,0
PAYMENT,957.52,0,0,0,0
PAYMENT,336.88,21093.12,0,0,0
PAYMENT,2251.91,8346.09,0,0,0
PAYMENT,139.23,219.77,0,0,0
PAYMENT,3408.82,11979.18,0,0,0
PAYMENT,1948.05,9459.95,0,0,0
CASH_IN,156238.83,165698.79,205472,44954.99,0
CASH_IN,130385.04,296083.83,1975756.65,1615874.57,0
CASH_IN,106343.2,402427.03,2096108.16,1796138.08,0
CASH_IN,110562.27,512989.29,573903.91,122805.91,0
CASH_IN,58644.37,651883.21,1686825.79,1628181.42,0
CASH_IN,82172.42,734055.62,183008.55,100836.14,0
CASH_IN,161141.8,895197.42,354805.29,193663.49,0
CASH_IN,113399.73,1008597.15,140163.41,26763.68,0
CASH_IN,207252.6,1215849.75,9182962.17,8975709.58,0
CASH_IN,242047.69,1457897.44,1406160.71,1063443.49,0
CASH_IN,107730.87,1565628.31,5477929.34,6671931.33,0
CASH_IN,72495.9,1638124.21,1696458.27,1623962.37,0
CASH_IN,90646.09,1728770.3,152632.85,61986.75,0
CASH_IN,196821.07,1925591.38,200343.97,3522.9,0
CASH_IN,87541.63,2013133.01,4517761.53,4775319.66,0
CASH_IN,80278.26,2093411.27,617488.4,742165.13,0
CASH_IN,49984.03,2143395.3,537210.15,742165.13,0
CASH_IN,81300.2,2143395.3,2143395.3,13381242.46,0
CASH_IN,100669.53,2244064.83,1164113.02,1063443.49,0
CASH_IN,127307.99,2371372.82,741741.8,217964.09,0
CASH_IN,12510.49,2383883.31,24812.36,12301.87,0
CASH_IN,63936.91,2447820.23,67234.96,3298.05,0
CASH_IN,38606.17,2543476.08,2543476.08,13381242.46,0
CASH_IN,23717.57,2567193.65,85961.2,11035.27,0
CASH_IN,15273.3,2582466.95,1845371.61,1615874.57,0
CASH_IN,394042.27,3085328.43,489771.15,99535.4,0
CASH_IN,41744.33,3127072.76,1572841.87,1309620.48,0
CASH_IN,611924.5,3738997.26,2794601.55,2182677.05,0
CASH_IN,236430.58,3975427.85,278701.07,42270.49,0
CASH_IN,491195.84,4466623.69,6546430.54,6963508.84,0
CASH_IN,98533.44,4843464.78,3208966.39,3028382.15,0
CASH_IN,206139.73,5049604.5,4450740.26,4397452.99,0
CASH_IN,546131.94,5595736.44,15667286.82,17258590.84,0
CASH_IN,71758.1,5667494.55,118020.71,46262.61,0
CASH_IN,396469.72,6063964.27,614433.81,217964.09,0
CASH_IN,214223.74,6278188.01,1830098.31,1615874.57,0
CASH_IN,144517.47,6422705.48,397185,252667.53,0
CASH_IN,142853.33,6565558.81,5262696.94,4790173.09,0
CASH_IN,192740.42,6758299.24,4244600.53,4397452.99,0
CASH_IN,64846.34,6823145.58,11364261.67,10946411.29,0
CASH_IN,146467.87,6969613.45,5119843.62,4790173.09,0
CASH_IN,120836.05,7090449.49,6648460.76,6778025.76,0
CASH_IN,311330.4,7401779.9,588251.66,259015.25,0
CASH_IN,209292.82,7883526.4,4430219.9,4775319.66,0
CASH_IN,58095.79,7941622.19,1.00E+07,9941904.21,0
CASH_IN,260176.72,8201798.91,12458650.93,12947436.37,0
CASH_IN,55837.04,8257635.94,73858.15,18021.11,0
CASH_IN,27850.03,8285485.98,65167.91,37317.87,0
CASH_IN,309379.18,8594865.16,397923.33,88544.15,0
CASH_IN,3563.97,8598429.14,34361.39,30797.41,0
CASH_IN,85955.62,8684384.76,280487.56,194531.93,0
CASH_IN,18835.46,8703220.22,12198474.21,12947436.37,0
CASH_IN,193626.89,8896847.11,1989764.96,1796138.08,0
CASH_IN,633287.14,9530134.25,6818933.6,6249500.06,0
CASH_IN,324089.47,9854223.72,4220927.07,4775319.66,0
CASH_IN,3523.06,9857746.79,107441.76,103918.69,0
CASH_IN,102751.5,9960498.29,7928126.25,7727522.76,0
CASH_IN,494810.97,10455309.26,7473141.22,7434797.81,0
CASH_IN,17058.54,10472367.8,15121154.88,17258590.84,0
CASH_IN,235409.03,10707776.83,328849.95,139849.81,0
CASH_IN,489529.12,11197305.95,7760414.85,6736054.44,0
CASH_IN,58520.38,11255826.33,74201.31,15680.93,0
CASH_IN,34407.36,11630769.42,35751,1343.64,0
CASH_IN,161339.92,12358948.08,1512985.69,1640678.66,0
PAYMENT,774.72,361.28,0,0,0
PAYMENT,6735.16,0,0,0,0
PAYMENT,2625.76,27160.24,0,0,0
CASH_OUT,123974.95,0,285229.7,336737.08,0
PAYMENT,354.75,309650.74,0,0,0
CASH_IN,353004.04,972803.32,11299415.33,10946411.29,0
CASH_IN,380211.17,1353014.49,15104096.34,17258590.84,0
CASH_IN,232228.39,1870602.42,7270885.73,6736054.44,0
CASH_IN,205416.01,2076018.43,409204.65,336737.08,0
CASH_IN,165552.26,2506839.65,1599070.87,1356589.82,0
CASH_IN,115020.65,2621860.3,1351645.76,1640678.66,0
CASH_IN,4699.24,2848036.61,25800.25,21101.01,0
CASH_IN,51208.37,2945411.3,62243.64,11035.27,0
CASH_IN,297908.73,3243320.02,7959330.68,7810214.06,0
CASH_IN,302602.9,3545922.93,7038657.34,6736054.44,0
CASH_IN,70664.62,3616587.55,6871381.13,6800716.51,0
CASH_IN,14401.68,3630989.22,66548.43,52146.76,0
CASH_IN,162464,3793453.22,487226.12,742165.13,0
CASH_IN,183202.66,3976655.88,4973375.75,4790173.09,0
CASH_IN,107877.98,4084533.87,170889.82,63011.84,0
CASH_IN,382513.35,4467047.21,501046.14,189527.57,0
CASH_IN,237485.8,4704533.02,11718222.77,12946583.44,0
CASH_IN,29637.04,4734170.05,45982.28,16345.24,0
CASH_IN,17906.01,4752076.06,276921.26,259015.25,0
CASH_IN,97644.2,4849720.26,5481987.35,5384343.15,0
CASH_IN,97851.98,5065046.28,7825374.74,7727522.76,0
CASH_IN,214015.94,5515949.57,3110432.95,3028382.15,0
PAYMENT,3907.39,117222.61,0,0,0
PAYMENT,2983.11,25146.89,0,0,0
PAYMENT,5907.27,19239.62,0,0,0
PAYMENT,1183.1,58147.9,0,0,0
PAYMENT,736.76,383.24,0,0,0
PAYMENT,1105.34,5983.66,0,0,0
TRANSFER,25424.16,26982.84,49947,75371.16,0
DEBIT,1235.49,19468.51,257638.64,259438.66,0
PAYMENT,2633.87,16834.64,0,0,0
CASH_OUT,3806.52,0,95728.87,99535.4,0
PAYMENT,1823.73,9486.27,0,0,0
TRANSFER,82208.35,0,0,82208.35,0
CASH_OUT,29113.15,0,49309.27,78422.43,0
CASH_OUT,170634.8,0,6978330.25,7434797.81,0
CASH_OUT,404053.55,0,1236625.11,1640678.66,0
CASH_OUT,334318.86,0,1775490.07,2109808.94,0
CASH_OUT,46408.89,0,93440.92,139849.81,0
CASH_OUT,181062,0,2591250.14,2772312.14,0
CASH_OUT,489240.03,0,992785.12,1482025.15,0
CASH_OUT,12270.42,0,28630.51,40900.93,0
PAYMENT,1616.06,628092.94,0,0,0
PAYMENT,1080.16,28755.84,0,0,0
PAYMENT,2606.97,26148.87,0,0,0
DEBIT,601.85,49516.15,74144.04,74745.89,0
PAYMENT,59.59,5560.41,0,0,0
PAYMENT,2801.24,0,0,0,0
CASH_OUT,2785.81,0,14116,0,0
CASH_OUT,285832.76,0,7148965.05,7434797.81,0
CASH_OUT,473991.14,0,1146410.94,2648013.13,0
CASH_OUT,278349.51,0,4051860.11,4397452.99,0
CASH_OUT,455933.21,0,12179638.75,12947436.37,0
CASH_OUT,252806.47,0,5210239.91,6671931.33,0
CASH_OUT,345548.01,0,1971602.65,2748383.99,0
CASH_OUT,205675.07,0,2317150.66,2748383.99,0
CASH_OUT,311864.41,0,12635571.95,12947436.37,0
CASH_OUT,190518.44,0,528114.25,646875.4,0
CASH_OUT,12847.91,0,1099502.6,1741724.79,0
CASH_OUT,21291.89,0,84207.15,105680.92,0
CASH_OUT,63853.6,0,6185646.46,6249500.06,0
CASH_OUT,143568.62,0,144203.7,287772.32,0
CASH_OUT,180145.39,0,268130.78,448276.17,0
CASH_OUT,141702.19,0,145139.55,286841.74,0
CASH_OUT,153161.06,0,191280.7,344441.76,0
CASH_OUT,6291.29,0,11223.95,17515.23,0
CASH_OUT,131965.15,0,2896417,3028382.15,0
CASH_OUT,121598.71,0,1112350.5,1741724.79,0
PAYMENT,2000.03,69449.97,0,0,0
PAYMENT,1760.01,163880.99,0,0,0
PAYMENT,2085.11,465598.89,0,0,0
TRANSFER,97808.48,0,147962.31,245770.79,0
PAYMENT,1686.41,38033.59,0,0,0
PAYMENT,4513.92,714118.77,0,0,0
CASH_OUT,67243.37,646875.4,4330209.62,4397452.99,0
PAYMENT,3236.73,108718.27,0,0,0
PAYMENT,808.81,52136.19,0,0,0
PAYMENT,8280.29,43855.89,0,0,0
CASH_IN,107702.78,218663.78,4819.61,0,0
PAYMENT,1869.55,569403.45,0,0,0
TRANSFER,36991.08,0,0,36991.08,0
TRANSFER,54364.44,24896.56,10361,51337.45,0
PAYMENT,115.43,19888.57,0,0,0
PAYMENT,645.4,34986.6,0,0,0
PAYMENT,5540.61,29445.99,0,0,0
TRANSFER,7475.23,57250.21,19293.26,26768.5,0
PAYMENT,5912.76,51337.45,0,0,0
TRANSFER,14237.75,16020.25,0,14237.75,0
PAYMENT,6797.33,9222.92,0,0,0
DEBIT,564.53,0,258874.13,259438.66,0
PAYMENT,1800.83,5747.2,0,0,0
PAYMENT,496.83,79426.17,0,0,0
PAYMENT,1560.66,9867.34,0,0,0
CASH_OUT,121619.14,0,36248.68,157867.82,0
DEBIT,1113.43,18698.57,43142.23,44255.66,0
PAYMENT,2215.57,102366.43,0,0,0
CASH_OUT,106903.28,0,0,106903.28,0
PAYMENT,1624.21,0,0,0,0
PAYMENT,5562.29,18054.17,0,0,0
PAYMENT,12088.13,5966.04,0,0,0
PAYMENT,1944.57,0,0,0,0
PAYMENT,5562.62,0,0,0,0
PAYMENT,1006.39,6127.61,0,0,0
CASH_OUT,70994.78,0,118532.8,189527.57,0
PAYMENT,3246.88,8372.12,0,0,0
CASH_OUT,37239.99,0,5463046.38,6671931.33,0
PAYMENT,329.84,62261.16,0,0,0
PAYMENT,2988.02,303525.98,0,0,0
PAYMENT,1813.69,29134.31,0,0,0
TRANSFER,139644.5,0,324762.11,742165.13,0
TRANSFER,148792.1,0,7661421.96,7810214.06,0
TRANSFER,277758.51,0,464406.61,742165.13,0
TRANSFER,1465846.48,0,11480736.96,12946583.44,0
TRANSFER,132948.43,0,203788.65,336737.08,0
TRANSFER,1137763.15,0,5500286.37,6671931.33,0
TRANSFER,507775.58,0,1233949.21,1741724.79,0
TRANSFER,307749.99,0,4125237.13,4775319.66,0
TRANSFER,908274.13,0,6055234.7,6963508.84,0
TRANSFER,1032930.05,0,14723885.17,17258590.84,0
TRANSFER,1027611.05,0,1620402.08,2648013.13,0
TRANSFER,522854.73,0,6255171.04,6778025.76,0
TRANSFER,862977.6,0,12518264.86,13381242.46,0
TRANSFER,342332.55,0,4432987.11,4775319.66,0
TRANSFER,1501775.62,0,15756815.22,17258590.84,0
TRANSFER,119656.92,0,125857.29,245514.21,0
PAYMENT,2578.03,167205.97,0,0,0
PAYMENT,592.9,166613.07,0,0,0
PAYMENT,3616.2,2623.8,0,0,0
PAYMENT,761.07,47121.93,0,0,0
PAYMENT,1227.16,6745.13,0,0,0
PAYMENT,1178.41,0,0,0,0
PAYMENT,2617.28,2414.72,0,0,0
PAYMENT,576.08,19918.92,0,0,0
PAYMENT,1619.78,0,0,0,0
PAYMENT,2379.78,93669.22,0,0,0
PAYMENT,3373.81,16992.19,0,0,0
PAYMENT,2329.66,19486.34,0,0,0
CASH_OUT,33881.81,0,6638049.52,6671931.33,0
PAYMENT,3103.47,7215.53,0,0,0
PAYMENT,1216.85,58455.15,0,0,0
PAYMENT,2934.33,46298.84,0,0,0
PAYMENT,1343.85,44954.99,0,0,0
PAYMENT,1081.3,104468.7,0,0,0
PAYMENT,2337.6,59503.4,0,0,0
PAYMENT,3018.73,7834.27,0,0,0
PAYMENT,4830.74,3003.52,0,0,0
PAYMENT,22349.62,0,0,0,0
PAYMENT,3723.51,3485.49,0,0,0
DEBIT,1141.74,239535.26,29379.28,30521.02,0
PAYMENT,929.14,15972.67,0,0,0
PAYMENT,13589.96,0,0,0,0
PAYMENT,12204.29,0,0,0,0
PAYMENT,18519.83,0,0,0,0
PAYMENT,13061.21,0,0,0,0
PAYMENT,8606.53,0,0,0,0
PAYMENT,1966.24,0,0,0,0
PAYMENT,1082.07,25875.93,0,0,0
PAYMENT,196.76,14357.24,0,0,0
PAYMENT,826.44,54243.56,0,0,0
CASH_OUT,3350.15,50893.41,8649.41,11999.56,0
CASH_OUT,34325.53,16567.87,36899.86,71225.39,0
CASH_OUT,19548.49,0,7810214.06,7829762.55,0
CASH_OUT,288846.82,0,7727522.76,8016369.59,0
CASH_OUT,308762.31,0,646875.4,455191.58,0
CASH_OUT,248011.57,0,9941904.21,12362816.81,0
CASH_OUT,104334.87,0,193663.49,297998.36,0
CASH_OUT,34808.12,0,73083,13071229.35,0
CASH_OUT,116878.6,0,1356589.82,906564.46,0
CASH_OUT,40379.62,0,3028382.15,3288831.78,0
CASH_OUT,55282.19,0,7434797.81,6661385.87,0
CASH_OUT,125774.49,0,10189915.78,12362816.81,0
CASH_OUT,8502.55,0,21130.68,29633.23,0
PAYMENT,1500.68,0,0,0,0
PAYMENT,924.71,60312.29,0,0,0
TRANSFER,178055.95,0,1309620.48,1423811.37,0
PAYMENT,3483.45,37837.55,0,0,0
PAYMENT,4076.16,91655.84,0,0,0
PAYMENT,3027.49,6874.51,0,0,0
PAYMENT,1731.42,5143.09,0,0,0
DEBIT,351.23,20666.77,95508.95,244180.06,0
DEBIT,1110.27,28539.73,1699.44,2809.72,0
PAYMENT,71,326836,0,0,0
PAYMENT,1559.58,92173.42,0,0,0
PAYMENT,341.66,10170.34,0,0,0
PAYMENT,4150.68,16861.32,0,0,0
PAYMENT,3889.99,58096.76,0,0,0
PAYMENT,5422.04,56262.96,0,0,0
DEBIT,515.29,105415.71,10539.37,11054.67,0
PAYMENT,354.75,105389.25,0,0,0
PAYMENT,2831.44,8931.56,0,0,0
PAYMENT,4051.25,27511.75,0,0,0
PAYMENT,869.49,118122.51,0,0,0
PAYMENT,2914.36,106511.64,0,0,0
PAYMENT,38.14,4044.86,0,0,0
DEBIT,775.76,18882.24,47956.09,48731.84,0
PAYMENT,2738.44,27906.56,0,0,0
PAYMENT,4837.77,155464.23,0,0,0
PAYMENT,1685.11,8398.89,0,0,0
PAYMENT,1080.65,34044.35,0,0,0
PAYMENT,3604.39,21856.26,0,0,0
PAYMENT,1379.78,57148.22,0,0,0
PAYMENT,1396.96,61.04,0,0,0
PAYMENT,975.55,48936.45,0,0,0
PAYMENT,3208.14,368331.86,0,0,0
PAYMENT,3006.25,8028.75,0,0,0
PAYMENT,770.23,26507.77,0,0,0
PAYMENT,4987.87,0,0,0,0
PAYMENT,2015.07,140877.93,0,0,0
TRANSFER,17384.73,0,0,17384.73,0
PAYMENT,276.8,75094.36,0,0,0
PAYMENT,3655.9,71438.47,0,0,0
PAYMENT,21885.09,49553.38,0,0,0
PAYMENT,2619.71,109144.29,0,0,0
CASH_OUT,70344.95,38799.34,106903.28,10811.1,0
TRANSFER,123755.39,0,0,79407.93,0
PAYMENT,1199.16,92940.84,0,0,0
PAYMENT,3786.19,274.81,0,0,0
PAYMENT,1669.11,28894.89,0,0,0
PAYMENT,2288.47,257150.19,0,0,0
CASH_OUT,221605.71,0,280036,262374.4,0
DEBIT,485.42,2923.05,262624.1,117634.01,0
PAYMENT,4303.63,0,0,0,0
PAYMENT,1184.99,60196.01,0,0,0
PAYMENT,3118.48,3225.52,0,0,0
PAYMENT,708.29,2517.24,0,0,0
PAYMENT,3775.14,0,0,0,0
PAYMENT,4625.32,0,0,0,0
PAYMENT,6673.58,0,0,0,0
PAYMENT,8958.81,0,0,0,0
PAYMENT,1276.01,0,0,0,0
PAYMENT,11221.28,0,0,0,0
PAYMENT,4953.63,0,0,0,0
PAYMENT,5311.45,0,0,0,0
PAYMENT,9309.74,0,0,0,0
PAYMENT,13788.58,0,0,0,0
PAYMENT,5630.78,0,0,0,0
PAYMENT,7055.96,0,0,0,0
PAYMENT,7089.25,0,0,0,0
PAYMENT,11627.71,0,0,0,0
PAYMENT,3064.96,0,0,0,0
PAYMENT,5818.7,0,0,0,0
PAYMENT,7369.86,0,0,0,0
PAYMENT,964.35,0,0,0,0
DEBIT,162.26,1181.37,108571.04,27606.88,0
PAYMENT,3100.46,0,0,0,0
CASH_OUT,85070.76,0,3757745.24,3678302.15,0
PAYMENT,438.7,101942.3,0,0,0
PAYMENT,8215.28,43166.72,0,0,0
PAYMENT,2882.94,10090.06,0,0,0
PAYMENT,1024.56,2243.01,0,0,0
PAYMENT,6784.39,14441.61,0,0,0
PAYMENT,2634.1,9043.9,0,0,0
PAYMENT,550.7,5160.3,0,0,0
PAYMENT,7930.66,0,0,0,0
PAYMENT,6608.18,66873.82,0,0,0
PAYMENT,6292.42,60581.4,0,0,0
PAYMENT,5542.54,5737.46,0,0,0
PAYMENT,3365.83,5674.17,0,0,0
PAYMENT,851.94,27899.06,0,0,0
PAYMENT,3728.76,0,0,0,0
PAYMENT,489.56,0,0,0,0
PAYMENT,10814.39,0,0,0,0
DEBIT,1251.24,208187.76,18182.93,19434.17,0
DEBIT,68.95,4651.05,49476.7,49545.65,0
PAYMENT,28965.75,0,0,0,0
PAYMENT,2273.88,8672.12,0,0,0
PAYMENT,4289.33,78713.67,0,0,0
PAYMENT,3710.8,68267.2,0,0,0
PAYMENT,5513.44,0,0,0,0
PAYMENT,5352.45,2821.55,0,0,0
PAYMENT,3543.75,2514.25,0,0,0
PAYMENT,52.58,3125.42,0,0,0
PAYMENT,2070.73,10453.27,0,0,0
PAYMENT,247.56,105613.44,0,0,0
PAYMENT,9201.12,189445.88,0,0,0
PAYMENT,11936,177509.88,0,0,0
PAYMENT,5146.88,0,0,0,0
PAYMENT,7429.59,40227.41,0,0,0
PAYMENT,2728.03,24586.97,0,0,0
CASH_OUT,72688.93,0,103175,172958.83,0
DEBIT,3068.71,7013.29,3626.46,6695.18,0
PAYMENT,17770.7,0,0,0,0
PAYMENT,5851.45,171.55,0,0,0
PAYMENT,11446.18,25113.82,0,0,0
CASH_OUT,74375.02,0,10315690.28,12362816.81,0
PAYMENT,1661.29,28606.71,0,0,0
PAYMENT,25185.32,3421.39,0,0,0
CASH_OUT,139705.19,0,8975709.58,8743280.64,0
PAYMENT,7651.8,0,0,0,0
CASH_OUT,164935.63,0,259015.25,166742.65,0
CASH_OUT,247480.23,0,252667.53,298682.8,0
PAYMENT,4927.23,36741.77,0,0,0
PAYMENT,3864.48,17709.52,0,0,0
PAYMENT,2927.68,7980.32,0,0,0
CASH_OUT,128823.03,0,0,133220.41,0
CASH_IN,348231.98,353333.98,122805.91,0,0
PAYMENT,1158.71,106732.41,0,0,0
CASH_IN,746177.2,852909.6,6671931.33,5154700.22,0
CASH_IN,225812.6,1078722.2,381816.17,156003.57,0
CASH_IN,171335.97,1250058.17,5692737.46,4670978.14,0
CASH_IN,122539.12,1632601.94,180809,46515.29,0
CASH_IN,217846.27,1850448.2,501641.71,262374.4,0
CASH_IN,596406.73,2446854.94,1615874.57,962737.6,0
CASH_IN,673111.47,3119966.4,1628181.42,876481.82,0
CASH_IN,39058.08,3457455.51,105279.81,66221.72,0
CASH_IN,106334.08,3563789.59,145599.15,39265.07,0
CASH_IN,354741.15,3918530.75,405361.32,50620.17,0
CASH_IN,223115.02,4141645.77,742165.13,217562.01,0
CASH_IN,63737.25,4205383.02,173516.34,109779.08,0
CASH_IN,84014.41,4289397.43,18263426.57,16420556.26,0
CASH_IN,178040.87,4467438.3,10670907.24,9827546.97,0
CASH_IN,334503.92,4801942.23,10492866.37,9827546.97,0
CASH_IN,75978.27,4877920.49,98446.83,22468.56,0
CASH_IN,396286.33,5274206.82,7490080,6661385.87,0
CASH_IN,82914.35,5357121.18,10390065.3,12362816.81,0
CASH_IN,83707.76,5440828.93,166613.07,82905.31,0
CASH_IN,76579.67,5534840.03,531883,181733.94,0
CASH_IN,40210.51,5777375.74,51337.45,11126.94,0
CASH_IN,158367.85,5935743.59,448276.17,289908.33,0
CASH_IN,81886.69,6017630.28,109421.19,27534.5,0
CASH_IN,176095.63,6193725.92,1623962.37,944225.12,0
CASH_IN,378866.85,6830720.52,5257821.82,4313939.72,0
CASH_IN,16427.61,7128448.52,78422.43,61994.82,0
CASH_IN,644028.87,7929778.44,5222970.47,4670978.14,0
CASH_IN,375306.09,8305084.52,6894729.18,6161537.75,0
CASH_IN,44538.32,8349622.85,93380.65,48842.33,0
CASH_IN,119336.24,8468959.09,148278.19,28941.95,0
CASH_IN,255710.36,8724669.46,17898111.76,16420556.26,0
CASH_IN,94588.1,8819257.56,152984,0,0
CASH_IN,231917.45,9051175,9115414.77,8743280.64,0
CASH_IN,84189.52,9135364.53,88475.76,4286.23,0
CASH_IN,49251.21,9184615.73,105680.92,56429.71,0
CASH_IN,257208.23,9441823.96,423950.88,166742.65,0
CASH_IN,20337.14,9462161.1,193361.51,173024.37,0
CASH_IN,74948.39,9537109.49,13381242.46,13025097.92,0
CASH_IN,243756.18,9780865.67,4878954.97,4313939.72,0
CASH_IN,21391.13,9802256.8,1796138.08,1589065.96,0
CASH_IN,31416.69,9833673.49,6963508.84,6932092.15,0
CASH_IN,123951.78,9957625.27,141505,3416.33,0
CASH_IN,67056.65,10024681.91,271710.52,204653.87,0
CASH_IN,20410.45,10045092.37,20608,0,0
CASH_IN,29351.64,10074444.01,99535.4,19647.88,0
CASH_IN,58431.85,10132875.85,3842816,3678302.15,0
CASH_IN,182501.56,10315377.42,245514.21,63012.65,0
CASH_IN,24248.86,10356728.02,2748383.99,2808555.73,0
CASH_IN,12163.38,10954687.99,10158362.45,9827546.97,0
CASH_IN,208834.32,11163522.31,4775319.66,4429394.13,0
CASH_IN,360262.92,11523785.23,17642401.4,16420556.26,0
CASH_IN,129630.74,11653415.97,336737.08,84362.06,0
CASH_IN,130078.54,11783494.52,10146199.06,9827546.97,0
CASH_IN,125558.59,11909053.1,1063443.49,652290.45,0
CASH_IN,357885.34,12266938.44,6519423.1,6161537.75,0
CASH_IN,281196.15,12548134.6,13306294.08,13025097.92,0
CASH_IN,181240.21,12789159.68,5384343.15,5203102.94,0
CASH_IN,81126.42,13010502.78,108733.31,27606.88,0
CASH_IN,861582.21,862146.7,17282138.47,16420556.26,0
CASH_IN,119072.9,1417368.88,1487676.44,1423811.37,0
CASH_IN,128336.28,1646760.35,147338,19001.72,0
CASH_IN,71887,1718647.34,103167.33,160577.57,0
CASH_IN,366645.12,2085292.46,6800716.51,6434071.39,0
CASH_IN,281593.55,2366886.01,2772312.14,2490718.59,0
CASH_IN,145475.51,2512361.52,263109.52,117634.01,0
CASH_IN,380950.81,2893312.33,4635198.78,4313939.72,0
CASH_IN,566903.96,3460216.29,1473468.42,906564.46,0
CASH_IN,201464.96,3661681.26,500147.76,298682.8,0
CASH_IN,16593.82,3678275.07,32092.07,15498.25,0
CASH_IN,78588.13,3756863.21,955069.95,876481.82,0
CASH_IN,185680.98,3942544.19,1774746.94,1589065.96,0
CASH_IN,67017.13,4009561.32,118844.67,51827.53,0
CASH_IN,122744.28,4132305.6,207106.34,84362.06,0
CASH_IN,414729.24,4547034.84,2109808.94,1695079.69,0
CASH_IN,328776.1,4875810.94,1019467.84,962737.6,0
CASH_IN,50535.87,4926346.82,70183.75,19647.88,0
TRANSFER,86070.17,0,0,0,1
CASH_OUT,35063.63,0,31140,7550.03,1
CASH_OUT,963532.14,0,132382.57,1095914.71,1
CASH_OUT,18627.02,0,147251.58,165878.6,1
TRANSFER,86070.17,0,0,0,1
TRANSFER,13707.11,0,0,0,1
TRANSFER,169941.73,0,0,0,1
CASH_OUT,181,0,21182,0,1
CASH_OUT,10539.37,0,0,10539.37,1
CASH_OUT,1096187.24,0,0,1096187.24,1
TRANSFER,181,0,0,0,1
CASH_OUT,235238.66,0,0,235238.66,1
TRANSFER,1096187.24,0,0,0,1
TRANSFER,120074.73,0,0,0,1
CASH_OUT,10539.37,0,0,10539.37,1
CASH_OUT,963532.14,0,132382.57,1095914.71,1
TRANSFER,18627.02,0,0,0,1
CASH_OUT,22877,0,0,22877,1
CASH_OUT,120074.73,0,0,120074.73,1
CASH_OUT,25071.46,0,9083.76,34155.22,1
CASH_OUT,2806,0,26202,0,1
TRANSFER,169941.73,0,0,0,1
CASH_OUT,25071.46,0,9083.76,34155.22,1
CASH_OUT,13707.11,0,0,13707.11,1
TRANSFER,20128,0,0,0,1
CASH_OUT,13707.11,0,0,13707.11,1
TRANSFER,20128,0,0,0,1
TRANSFER,20128,0,0,0,1
CASH_OUT,2930418.44,0,3616012.1,6963508.84,1
TRANSFER,22877,0,0,0,1
CASH_OUT,2930418.44,0,3616012.1,6963508.84,1
CASH_OUT,1.00E+07,0,0,9941904.21,1
CASH_OUT,25071.46,0,9083.76,34155.22,1
CASH_OUT,22877,0,0,22877,1
CASH_OUT,18627.02,0,147251.58,165878.6,1
CASH_OUT,18627.02,0,147251.58,165878.6,1
TRANSFER,10539.37,0,0,0,1
CASH_OUT,2930418.44,0,3616012.1,6963508.84,1
TRANSFER,10539.37,0,0,0,1
CASH_OUT,13707.11,0,0,13707.11,1
CASH_OUT,132842.64,0,0,132842.64,1
TRANSFER,1277212.77,0,0,0,1
TRANSFER,181,0,0,0,1
CASH_OUT,2930418.44,0,3616012.1,6963508.84,1
TRANSFER,169941.73,0,0,0,1
CASH_OUT,1096187.24,0,0,1096187.24,1
CASH_OUT,10539.37,0,0,10539.37,1
TRANSFER,120074.73,0,0,0,1
TRANSFER,2806,0,0,0,1
CASH_OUT,14949.84,0,18161.79,33111.63,1
CASH_OUT,10539.37,0,0,10539.37,1
CASH_OUT,22877,0,0,22877,1
CASH_OUT,120074.73,0,0,120074.73,1
CASH_OUT,22877,0,0,22877,1
CASH_OUT,10539.37,0,0,10539.37,1
CASH_OUT,416001.33,0,102,9291619.62,1
CASH_OUT,181,0,21182,0,1
CASH_OUT,235238.66,0,0,235238.66,1
TRANSFER,1096187.24,0,0,0,1
TRANSFER,2806,0,0,0,1
CASH_OUT,35063.63,0,31140,7550.03,1
TRANSFER,963532.14,0,0,0,1
CASH_OUT,10539.37,0,0,10539.37,1
TRANSFER,181,0,0,0,1
CASH_OUT,25071.46,0,9083.76,34155.22,1
TRANSFER,2806,0,0,0,1
CASH_OUT,18627.02,0,147251.58,165878.6,1
CASH_OUT,25071.46,0,9083.76,34155.22,1
CASH_OUT,13707.11,0,0,13707.11,1
TRANSFER,1.00E+07,2930418.44,0,0,1
CASH_OUT,235238.66,0,0,235238.66,1
TRANSFER,22877,0,0,0,1
CASH_OUT,86070.17,0,0,86070.17,1
CASH_OUT,235238.66,0,0,235238.66,1
CASH_OUT,18627.02,0,147251.58,165878.6,1
CASH_OUT,416001.33,0,102,9291619.62,1
